,ID,overall,international_reputation,skill_moves,weak_foot,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle
2427,232119,74,20,40,80,46,37,67,55,48,56,39,37,54,58,67,74,63,67,56,65,68,67,80,39,81,68,42,49,52,55,70,85,80
2431,205243,74,20,40,60,36,31,73,46,25,36,30,29,51,51,51,64,47,69,46,44,67,66,91,29,77,71,29,36,34,68,75,75,73
2433,226491,74,20,40,60,75,26,55,69,26,71,71,32,59,68,84,83,68,65,73,72,65,84,62,56,74,70,56,69,35,73,67,71,75
2440,159934,74,20,40,60,51,36,75,74,52,59,57,73,74,67,40,66,43,64,45,60,42,59,85,54,71,73,26,59,48,71,73,77,71
2442,178111,74,20,40,60,58,42,73,70,42,48,43,46,72,65,54,62,52,67,55,69,79,71,78,55,75,73,58,57,59,69,72,75,69
2447,159936,74,20,40,40,41,41,76,66,54,50,53,40,70,55,46,41,33,64,32,72,58,61,88,41,87,72,32,43,48,64,76,74,66
2457,159939,74,20,40,40,49,38,76,67,38,46,49,42,63,62,54,58,48,68,57,62,71,73,72,50,81,75,48,47,54,66,74,76,72
2463,159175,74,40,40,60,60,42,74,72,57,64,35,45,68,72,68,65,67,72,70,69,80,74,74,67,85,74,55,73,57,77,68,75,77
2472,216523,74,20,40,60,30,14,70,56,20,56,20,22,60,60,55,64,47,66,38,56,76,62,84,22,64,76,20,30,27,68,78,78,74
2473,192715,74,20,40,60,35,35,77,69,13,38,28,35,60,63,49,67,33,55,36,48,70,73,79,27,79,70,32,54,37,65,73,77,72
2476,200653,74,20,40,60,41,39,79,62,36,42,50,11,50,60,42,48,48,69,42,67,46,71,87,21,80,71,31,51,48,66,74,76,73
2477,202445,74,20,40,40,24,15,70,54,12,50,16,18,52,52,65,71,61,68,52,43,76,70,84,38,72,74,22,22,35,64,77,75,72
2482,216271,74,20,40,60,40,25,72,67,33,58,26,34,72,64,70,68,61,68,49,56,76,67,75,32,68,74,35,55,44,70,74,75,74
2485,142800,74,20,40,40,84,61,61,75,62,66,78,77,73,82,65,62,62,82,63,78,67,68,70,73,82,76,66,77,77,77,77,77,63
2491,200408,74,20,40,60,28,24,74,64,20,33,31,22,57,61,65,64,57,63,70,33,77,66,79,28,62,72,24,29,21,53,77,78,74
2506,203487,74,20,40,60,46,23,74,61,33,46,29,16,54,58,62,62,72,69,52,40,83,67,83,27,69,70,21,39,19,66,79,74,72
2509,190432,74,20,40,40,64,61,68,73,44,64,61,45,65,74,72,74,68,73,73,64,80,77,74,62,85,76,69,73,56,61,69,73,70
2519,226536,74,20,40,60,44,28,75,67,24,42,38,37,65,59,60,81,59,71,44,41,65,79,87,31,82,67,28,32,33,66,69,73,78
2523,216811,74,20,40,40,28,30,76,55,21,37,21,26,66,55,50,59,38,66,31,37,79,63,95,23,94,72,39,36,39,48,74,66,65
2529,157678,74,20,40,80,62,46,74,73,54,63,68,62,80,72,68,67,66,74,70,79,78,81,70,64,79,73,55,64,47,72,72,70,78
2534,125167,74,40,40,40,48,43,70,65,38,55,30,44,63,57,65,54,59,72,53,70,80,83,86,55,85,73,39,44,49,65,70,76,69
2536,199409,74,20,40,60,46,28,70,74,38,69,61,33,64,80,58,69,72,64,55,60,59,84,77,39,73,76,42,61,49,66,71,74,80
2538,195313,74,20,40,60,39,19,70,63,63,44,28,25,59,60,51,61,42,70,48,36,70,75,76,34,70,78,40,37,38,56,78,77,69
2540,224242,74,20,40,60,56,45,78,71,32,65,70,72,72,70,75,82,72,67,70,82,82,84,82,70,78,64,57,64,46,64,65,75,72
2541,178418,74,40,40,60,71,41,77,62,31,59,69,47,62,60,62,66,56,74,47,70,71,69,78,57,62,82,50,38,48,67,79,81,80
2552,230389,74,20,40,40,51,41,71,67,54,45,41,42,66,51,55,56,54,71,57,53,78,61,82,52,76,72,35,54,43,65,74,77,72
2553,232437,74,20,60,60,71,30,70,69,24,52,32,40,56,69,73,72,56,72,66,40,53,78,65,34,81,73,43,42,38,65,72,77,78
2558,157687,74,20,40,60,35,21,74,59,34,52,39,44,56,61,51,53,64,67,64,69,81,50,78,29,83,75,36,36,29,67,72,73,71
2563,120312,74,40,40,60,19,25,80,56,23,17,23,11,71,59,31,28,50,72,52,62,80,54,79,21,78,75,35,43,44,70,75,76,72
2566,176377,74,20,40,40,66,31,67,70,32,66,53,46,62,66,36,38,33,66,41,74,71,75,82,58,82,72,62,57,43,65,74,76,77
2571,212219,74,20,40,60,71,34,68,64,35,67,57,43,59,69,77,77,65,67,66,50,70,75,76,42,77,75,55,55,43,66,72,75,75
2572,178171,74,20,40,40,61,53,71,63,51,44,35,30,60,69,66,67,68,69,60,59,72,79,79,41,76,74,60,60,47,70,76,75,72
2575,230397,74,20,40,60,62,47,74,68,51,58,49,43,71,72,66,70,55,72,61,70,67,74,73,52,78,73,41,34,67,64,72,77,67
2576,172285,74,20,40,60,60,56,63,79,43,65,82,80,75,68,53,61,67,67,62,75,82,70,75,77,87,70,55,68,67,61,72,75,78
2580,46590,74,40,40,40,32,48,81,55,57,44,23,21,53,54,30,30,34,67,29,70,31,32,96,27,85,76,51,47,39,69,74,74,72
2582,188416,73,20,40,80,68,47,74,76,60,64,74,75,76,73,56,61,68,73,66,72,75,83,73,72,62,72,58,72,55,75,66,70,69
2588,240900,73,20,40,60,29,16,76,72,21,29,27,22,23,65,58,60,43,64,53,39,72,68,69,17,70,68,23,30,31,45,73,75,76
2595,166919,73,40,40,80,66,48,69,64,51,63,44,67,67,67,58,61,62,72,61,74,66,71,70,62,72,74,56,68,56,66,74,76,74
2596,187655,73,20,40,80,36,24,76,66,19,44,52,68,68,58,62,67,62,68,58,46,72,69,78,43,70,72,30,37,52,60,70,75,68
2603,222986,73,20,40,60,51,54,73,69,48,57,62,65,71,62,57,64,64,68,54,63,71,82,80,61,70,72,56,51,68,65,72,74,71
2606,230411,73,20,40,60,53,33,72,64,61,45,44,50,76,71,71,77,73,63,62,60,80,58,81,44,71,70,30,45,57,76,65,75,75
2607,232459,73,20,40,40,44,35,68,59,33,59,41,45,54,61,65,69,52,66,55,54,88,72,80,46,72,72,45,45,49,65,73,76,74
2613,215565,73,20,40,60,25,16,69,67,28,53,27,21,54,63,67,64,53,68,42,35,79,67,82,32,75,68,27,32,31,69,75,73,73
2622,23823,73,20,40,60,36,44,62,69,54,57,57,56,65,65,44,35,57,78,60,66,75,78,76,53,85,79,45,67,64,77,73,73,67
2630,188177,73,40,40,40,39,38,78,64,38,54,39,22,60,56,47,59,51,65,45,73,71,47,89,49,81,71,43,48,46,69,67,75,66
2631,204050,73,20,40,60,63,33,67,69,27,63,39,50,65,70,33,50,54,64,49,45,45,70,89,38,64,75,51,59,49,65,73,80,70
2638,210964,73,20,40,40,15,17,58,58,14,42,13,19,45,56,63,66,59,70,59,15,81,68,88,12,65,72,13,13,13,63,75,75,74
2643,234774,73,20,40,60,61,56,75,71,66,68,62,59,74,68,65,68,62,66,57,74,67,75,72,68,72,73,65,67,54,71,72,73,73
2657,108061,73,40,40,60,77,55,64,74,55,69,81,76,76,73,69,77,70,68,62,80,68,75,78,73,70,72,69,75,68,73,70,76,73
2660,146974,73,20,40,60,40,45,76,67,40,43,43,49,55,60,57,66,63,63,67,52,89,72,77,45,84,66,36,47,52,64,70,70,74
2661,184606,73,20,40,60,51,45,59,72,48,61,49,58,68,65,66,69,65,74,71,69,78,71,67,66,83,76,53,57,44,70,75,75,69
2662,129566,73,20,40,80,64,33,69,66,54,39,36,36,69,67,48,51,47,64,57,47,82,77,79,31,82,69,36,48,41,53,72,72,71
2671,193569,73,20,40,60,63,36,73,66,20,59,33,20,62,63,61,63,61,66,68,38,81,70,80,35,69,69,38,56,42,72,74,75,73
2674,227106,73,20,40,60,66,25,71,65,22,48,32,34,67,57,67,69,53,62,44,35,72,72,76,24,75,67,41,39,42,65,74,75,78
2678,226851,73,20,40,60,67,37,67,71,43,66,49,45,66,71,69,73,69,70,66,60,85,68,63,36,69,76,54,62,51,62,76,74,71
2680,181795,73,20,60,40,71,41,63,67,51,61,47,41,60,69,71,73,74,74,64,43,70,72,73,56,71,74,45,58,46,69,72,74,75
2683,210468,73,20,40,100,34,35,80,74,43,38,40,55,70,54,32,33,48,75,55,74,34,70,82,55,70,83,30,46,36,63,69,72,72
2684,229668,73,20,60,80,71,29,61,64,37,60,65,55,55,72,80,89,79,57,71,61,85,76,74,32,71,71,64,52,45,66,72,76,73
2689,226853,73,20,40,60,32,48,66,68,44,72,33,28,65,66,84,82,73,68,64,66,86,73,72,47,75,75,57,56,59,68,68,75,74
2692,137510,73,20,40,60,53,25,68,71,35,43,33,55,68,67,45,41,57,72,66,62,77,70,72,34,66,74,33,35,59,77,73,76,72
2705,186156,73,20,40,60,67,39,66,66,32,68,41,36,61,68,74,75,72,70,71,63,76,86,73,55,65,72,58,59,38,71,72,74,70
2709,198190,73,20,40,60,73,50,69,67,25,68,47,52,65,69,78,78,73,72,69,60,75,86,72,54,80,66,60,55,44,72,70,74,70
2711,176942,73,40,60,60,69,48,75,72,59,66,65,40,66,69,53,62,67,75,54,65,81,70,76,60,68,75,44,60,33,76,75,77,74
2712,186158,73,20,40,60,39,24,78,65,23,44,33,34,53,64,58,53,41,62,32,36,33,71,87,20,81,70,25,38,46,66,72,73,70
2713,215344,73,20,40,40,48,33,75,53,45,53,51,47,46,58,67,68,67,70,65,46,65,68,78,37,79,75,23,35,53,60,70,74,70
2717,212018,73,20,40,60,25,24,69,57,25,36,27,30,49,55,69,74,67,66,64,36,82,78,84,36,76,78,22,49,32,67,73,72,67
2718,184626,73,20,40,60,57,40,74,58,22,55,57,46,61,56,43,57,55,69,49,20,88,69,81,20,72,72,28,45,56,69,73,73,71
2719,205363,73,20,40,60,32,21,69,50,19,40,31,36,52,52,46,69,65,70,48,69,70,67,79,41,74,74,21,25,39,68,74,76,72
2721,205364,73,20,40,60,73,63,67,71,52,68,64,62,67,70,80,78,78,68,67,64,70,85,71,61,69,69,69,64,42,70,66,72,68
2733,230199,73,20,60,60,74,52,67,68,43,71,54,46,52,62,66,82,71,74,55,46,67,79,66,42,72,71,42,45,67,73,75,75,71
2735,193847,73,40,40,40,54,45,71,67,44,51,65,55,72,59,54,53,59,60,52,70,70,89,81,70,73,74,57,70,68,59,72,73,76
2740,160057,73,20,40,80,51,29,63,48,24,22,33,49,44,48,60,62,68,79,50,56,79,77,74,25,79,77,22,44,44,70,76,73,75
2750,231485,73,20,40,60,42,26,71,70,41,63,45,37,65,63,74,76,68,66,64,46,73,69,74,34,70,70,41,52,50,68,73,74,73
2752,160062,73,20,40,60,39,36,74,66,44,37,39,31,65,72,33,42,40,64,41,77,43,46,87,44,67,74,32,24,48,82,74,77,65
2753,230206,73,20,40,60,51,33,74,66,40,44,54,42,74,50,63,66,48,62,55,72,72,46,81,45,77,67,40,42,71,67,69,77,76
2755,199745,73,20,40,80,42,39,72,66,36,43,42,34,64,64,63,73,71,68,67,67,84,71,82,61,76,71,62,63,35,73,71,72,71
2762,160067,73,20,40,60,69,32,76,65,32,53,30,31,68,57,76,70,62,71,61,48,88,58,77,41,70,66,58,47,37,66,72,75,76
2768,191814,73,20,40,60,32,36,72,58,11,35,43,38,57,55,52,58,67,68,60,66,77,74,88,46,70,69,43,50,45,55,75,74,73
2771,230215,73,20,40,60,49,43,73,53,44,44,43,45,71,63,69,77,64,73,43,57,52,41,84,51,71,69,37,47,75,70,75,76,74
2773,186695,73,20,40,60,30,19,73,58,18,38,29,30,55,53,52,54,50,65,44,57,82,68,79,31,78,69,21,29,21,62,75,76,75
2777,198474,73,20,40,60,35,36,74,70,31,58,44,34,64,64,64,65,62,68,63,59,84,77,78,37,71,75,52,58,30,73,68,69,71
2779,160074,73,20,40,60,53,33,72,64,61,45,44,50,76,71,71,77,73,63,62,60,80,58,81,44,71,70,30,45,57,76,65,75,75
2780,230218,73,20,40,60,39,33,72,69,46,46,33,49,65,50,47,54,69,73,71,54,62,56,85,43,78,77,37,51,44,75,71,73,65
2789,162893,73,40,40,60,44,35,77,29,34,29,42,39,68,43,65,72,53,73,37,42,66,54,87,28,74,75,44,46,48,69,73,76,75
2791,230222,73,20,40,60,47,42,72,73,50,60,60,48,67,66,71,62,67,64,62,79,76,75,79,76,80,65,55,50,50,72,69,75,77
2794,178255,73,20,40,40,61,60,74,76,42,71,44,39,68,74,52,62,41,67,39,81,78,77,81,67,74,75,64,74,50,70,56,76,68
2796,158800,73,20,40,80,69,60,75,74,68,68,54,44,74,72,49,48,64,72,64,74,82,75,73,67,78,75,66,69,75,77,71,66,69
2803,215892,73,20,40,60,53,34,76,61,30,57,39,34,53,66,66,70,65,70,64,59,79,67,77,36,83,69,41,47,44,64,72,73,68
2804,163156,73,20,40,60,52,28,73,71,23,60,33,30,67,59,65,63,61,68,59,51,72,78,79,12,73,72,52,58,31,69,73,72,71
2806,200278,73,40,40,60,71,49,80,68,40,70,64,46,65,67,53,71,54,70,53,64,72,78,78,49,90,76,62,55,67,70,67,73,75
2809,187478,73,20,40,60,50,31,79,60,19,54,30,33,54,53,54,55,43,61,57,50,69,78,82,43,72,74,35,50,50,63,75,74,72
2812,210007,73,20,40,100,46,51,75,74,42,62,58,61,72,68,55,55,67,71,66,75,85,73,76,70,63,78,59,66,42,70,69,72,73
2814,230231,73,20,40,60,54,53,68,67,45,47,47,54,60,65,61,60,45,70,38,64,62,72,84,48,73,69,44,48,61,72,76,73,68
2815,210520,73,20,40,60,68,32,66,64,38,60,49,60,58,64,76,79,70,65,64,67,91,68,73,55,75,75,35,33,49,67,70,75,74
2818,204121,73,20,40,60,54,42,74,68,51,59,39,29,65,68,53,59,61,69,52,67,77,71,76,56,72,66,52,58,49,70,72,74,72
2819,159577,73,20,40,60,51,32,77,50,28,28,32,49,55,55,30,31,26,73,38,49,58,65,84,57,87,71,33,45,56,61,72,75,74
2822,200538,73,20,40,80,72,33,70,74,24,57,53,42,67,72,64,72,59,72,54,62,65,70,82,28,75,72,48,47,45,50,76,72,74
2825,188762,73,20,40,60,67,42,62,68,34,60,59,34,53,63,56,53,54,72,64,63,70,91,82,35,78,74,62,60,52,67,75,74,69
2828,192091,73,20,40,40,59,43,75,61,53,41,41,53,51,54,53,67,60,60,61,66,80,73,80,41,78,65,62,52,39,55,74,75,73
2829,237404,73,20,40,60,53,44,74,67,48,57,56,36,69,66,53,69,54,68,52,68,74,65,83,58,73,70,46,59,53,67,72,73,70
2832,142942,73,20,40,60,44,34,71,61,50,45,58,64,65,56,67,50,63,62,56,67,82,59,82,40,86,71,26,62,58,70,73,74,72
2849,215651,73,20,40,40,61,24,70,63,28,48,29,30,46,67,66,69,50,75,37,60,60,73,79,26,78,77,30,42,44,65,76,78,74
2850,229476,73,20,40,60,41,41,67,69,38,54,37,39,63,62,47,64,59,70,57,49,71,68,77,40,74,74,50,56,48,52,72,75,70
2855,224869,73,20,40,60,74,30,73,68,23,56,45,35,53,69,68,71,64,64,71,44,75,80,71,38,71,76,52,50,33,64,70,75,73
2862,175462,73,40,40,40,30,43,74,63,13,26,38,32,64,44,28,27,30,72,32,58,65,59,83,28,85,78,26,16,55,63,70,75,69
2869,48745,73,40,40,80,53,44,78,67,58,58,58,56,68,60,62,53,56,76,62,60,78,55,73,70,78,73,37,46,58,75,73,72,70
2879,207725,73,20,40,60,36,42,80,57,26,45,33,31,62,54,34,42,32,62,37,73,83,57,85,31,64,70,40,37,40,62,75,78,70
2886,212591,73,20,40,60,39,52,78,67,49,42,33,38,66,63,55,64,44,66,41,57,78,75,83,40,82,70,48,37,56,62,74,67,62
2897,229749,73,20,40,60,33,27,82,73,17,51,24,26,45,59,52,52,45,58,44,38,53,59,75,31,69,65,27,33,45,38,76,81,73
2906,184183,73,20,40,40,36,33,75,54,22,28,33,39,46,48,49,58,37,65,37,70,67,75,88,35,83,69,37,38,40,68,72,75,71
2910,215162,73,20,40,80,38,48,79,60,36,50,62,74,59,62,52,55,52,71,40,80,79,69,77,65,75,72,36,35,48,56,75,72,69
2924,216701,73,20,40,40,36,28,78,55,36,30,35,40,60,52,60,66,34,65,72,65,64,71,83,23,85,70,27,39,55,64,72,72,68
2928,201343,73,20,40,60,35,24,77,45,28,30,30,33,44,33,48,63,38,60,30,64,69,69,92,28,74,74,23,30,50,62,74,75,71
2932,177280,73,20,40,60,55,31,71,61,33,45,26,32,63,55,69,67,67,70,54,61,90,62,80,53,71,74,45,42,32,72,74,73,72
2934,205185,73,20,40,60,35,39,72,61,28,58,31,33,63,67,75,75,63,68,53,43,70,69,77,34,61,75,32,43,41,67,73,74,74
2938,204163,73,40,40,60,33,34,73,61,35,57,39,29,56,59,72,77,65,66,57,65,90,71,86,38,77,69,43,40,33,68,65,72,71
2942,167812,73,20,40,40,50,38,75,65,39,58,38,21,62,59,66,70,73,66,63,53,76,65,70,25,77,75,50,43,26,73,72,75,71
2943,168580,73,40,40,60,40,43,75,55,52,57,44,25,50,51,60,63,61,71,67,22,85,45,76,42,75,74,42,54,30,74,77,76,62
2948,205193,73,20,40,40,43,33,74,64,33,55,33,35,58,62,66,68,65,70,64,60,72,70,80,31,76,64,41,45,41,73,72,73,75
2953,209547,73,20,40,60,38,22,75,58,28,48,29,33,56,58,44,45,47,67,46,61,68,67,85,38,77,68,31,43,35,70,72,78,73
2954,219787,73,20,40,60,55,36,74,66,38,44,50,36,56,59,72,70,55,69,58,58,70,74,76,45,76,68,37,53,31,56,74,75,71
2962,172685,73,20,40,60,72,32,60,67,33,55,58,27,69,68,69,66,63,73,62,51,71,78,74,40,78,70,57,59,41,69,70,77,75
2963,186253,73,20,40,60,59,45,73,63,52,50,38,32,57,56,65,61,77,63,70,69,87,77,76,57,75,66,42,54,63,73,74,74,77
2965,189581,73,20,40,80,61,51,71,70,51,61,72,61,75,63,67,66,70,69,68,76,78,66,75,74,70,72,47,65,65,72,71,74,74
2984,208534,73,20,40,60,23,52,77,62,45,47,22,24,52,63,53,53,50,64,51,53,78,61,85,21,69,73,25,26,32,67,74,72,69
2989,215703,73,20,40,60,43,40,70,67,33,63,57,46,68,69,54,62,54,64,59,61,64,65,80,36,73,76,36,43,58,66,71,72,74
2997,193945,73,20,40,60,68,55,76,73,33,69,45,30,74,74,69,72,66,67,68,73,79,79,76,66,86,68,42,62,60,62,66,74,72
2999,3484,73,40,40,60,53,29,77,61,32,46,51,35,57,63,34,32,49,68,54,49,61,31,78,23,74,75,32,55,47,69,76,75,72
3002,205469,73,20,40,40,36,23,73,55,34,31,34,27,62,41,69,72,41,63,31,48,70,77,83,28,64,80,24,51,36,65,74,73,75
3004,200607,73,20,40,40,49,25,70,67,30,39,45,33,64,65,63,67,59,70,58,52,63,73,76,24,68,75,27,51,55,69,75,75,73
3009,44960,73,20,40,40,60,24,71,61,28,52,57,40,66,59,37,38,29,68,54,46,81,59,86,34,82,73,31,58,36,65,75,70,66
3021,232869,73,20,40,60,35,29,72,67,28,44,37,34,68,58,75,85,53,59,69,46,76,82,76,29,70,71,29,31,32,69,72,76,71
3032,202408,73,20,40,60,18,48,80,52,19,31,24,25,52,55,47,51,31,65,27,60,61,67,89,26,81,70,35,42,38,59,70,74,74
3037,221354,73,20,40,60,39,23,68,69,30,52,31,24,64,64,54,55,49,72,61,42,73,67,75,22,62,75,37,47,37,70,74,76,70
3049,209839,73,20,40,40,65,52,72,66,38,57,72,68,68,67,71,69,67,63,70,74,84,68,83,67,81,70,49,55,56,65,71,72,70
3052,209840,73,20,40,60,39,30,73,65,30,44,44,39,46,60,72,72,76,76,68,46,80,72,81,31,72,68,45,37,42,65,70,73,68
3053,102064,73,20,40,60,43,29,70,50,42,44,40,28,52,58,34,66,47,69,73,59,80,73,73,48,75,74,26,39,61,71,73,75,75
3055,220337,73,20,40,60,57,38,73,60,25,56,34,27,56,62,58,64,54,66,54,58,68,68,82,46,76,72,49,51,33,70,71,74,73
3058,144306,73,20,40,40,42,32,73,59,24,42,22,42,33,51,54,47,47,66,53,52,68,57,83,45,85,69,32,22,30,61,73,76,71
3060,198579,73,20,40,60,53,26,65,71,13,49,40,52,55,62,50,60,54,59,66,60,83,76,80,22,82,69,40,45,51,66,67,77,76
3061,51123,73,40,40,80,63,50,74,78,62,75,75,60,76,78,33,34,51,70,38,69,63,58,80,68,68,68,69,80,69,76,68,72,68
3068,143799,73,20,40,40,31,32,78,60,23,46,32,38,45,60,33,30,34,68,32,42,32,66,78,25,86,76,21,31,36,71,76,76,69
3069,216247,73,20,40,60,70,56,70,70,54,66,70,37,72,71,68,71,65,75,65,67,70,79,71,59,77,70,68,70,56,66,73,74,72
3075,186296,73,40,40,80,56,39,76,73,47,62,53,50,72,73,47,42,54,72,46,70,65,77,74,63,62,72,53,69,58,63,73,75,70
3078,213433,73,20,40,40,59,27,72,64,36,40,39,33,57,55,64,68,43,69,48,40,79,72,82,21,75,72,40,27,36,36,74,72,70
3080,159929,73,20,60,60,74,52,67,68,43,71,54,46,52,62,66,82,71,74,55,46,67,79,66,42,72,71,42,45,67,73,75,75,71
3087,219581,73,20,40,40,67,20,73,67,25,53,34,33,66,63,60,69,61,68,57,44,72,73,79,27,76,73,39,51,36,67,72,72,73
3088,159933,73,20,40,60,51,33,74,66,40,44,54,42,74,50,63,66,48,62,55,72,72,46,81,45,77,67,40,42,71,67,69,77,76
3095,194753,73,20,40,60,67,40,72,74,64,68,72,72,74,72,50,62,59,69,61,80,68,70,73,75,66,74,56,69,73,68,71,72,72
3097,207555,73,20,40,20,30,28,72,50,21,48,39,40,48,50,42,52,56,68,49,58,68,68,84,25,80,76,24,45,34,63,76,76,68
3103,159940,73,20,40,60,49,43,73,53,44,44,43,45,71,63,69,77,64,73,43,57,52,41,84,51,71,69,37,47,75,70,75,76,74
3105,17605,73,40,40,60,53,54,75,73,27,57,46,64,66,68,32,34,31,64,59,71,60,76,76,61,72,83,55,67,90,75,69,74,70
3106,206022,73,20,40,40,41,41,69,68,42,55,47,46,63,65,47,63,54,70,47,68,82,78,83,47,70,72,44,55,49,70,70,72,70
3109,159942,73,20,40,60,39,33,72,69,46,46,33,49,65,50,47,54,69,73,71,54,62,56,85,43,78,77,37,51,44,75,71,73,65
3110,169158,73,20,40,60,61,29,67,70,44,45,28,34,69,71,54,59,65,67,61,37,74,72,72,43,68,77,53,62,46,72,72,73,73
3123,159946,73,20,40,60,47,42,72,73,50,60,60,48,67,66,71,62,67,64,62,79,76,75,79,76,80,65,55,50,50,72,69,75,77
3134,159953,73,20,40,60,54,53,68,67,45,47,47,54,60,65,61,60,45,70,38,64,62,72,84,48,73,69,44,48,61,72,76,73,68
3148,215254,73,20,40,40,34,25,75,57,28,37,27,29,32,55,37,37,47,71,52,42,88,53,83,25,73,69,33,30,67,70,77,75,71
3153,210648,73,20,40,40,18,17,76,55,23,37,36,29,42,62,39,49,45,63,51,27,70,66,81,15,76,74,20,41,30,60,75,74,69
3168,194015,73,20,40,60,49,56,75,59,41,55,58,50,53,56,61,66,61,64,57,70,88,71,82,54,77,72,47,46,62,59,75,71,67
3171,193504,73,40,40,40,45,32,74,63,17,56,59,25,65,66,67,75,64,66,55,42,72,77,81,23,66,72,25,43,50,77,72,74,75
3172,203745,73,40,40,60,37,21,74,58,12,48,37,33,67,55,54,67,51,65,53,13,82,72,85,12,73,68,14,30,30,63,70,74,73
3175,223457,73,20,40,40,55,22,73,70,35,53,29,29,67,59,64,66,42,69,52,43,71,73,75,22,64,73,42,46,47,71,76,74,75
3177,180706,73,20,40,60,39,29,74,71,30,47,39,39,61,59,50,61,64,69,56,56,69,71,75,41,69,68,27,43,28,67,76,77,73
3179,153060,73,20,40,40,47,38,75,73,23,39,49,27,56,58,49,49,58,77,52,48,74,62,80,35,78,68,40,54,40,63,72,73,70
3181,187620,73,20,40,40,21,21,76,61,22,39,27,32,48,57,35,35,38,67,53,58,80,64,84,23,74,74,34,58,41,64,75,74,67
3182,200677,73,20,40,60,25,25,69,45,22,60,48,52,50,60,61,64,55,70,53,67,72,75,76,34,79,74,25,32,35,68,75,78,74
3183,183781,73,20,40,60,51,35,71,63,45,56,63,43,78,66,48,51,57,69,43,57,85,70,84,53,69,72,58,62,40,76,72,74,72
3184,184037,73,40,60,60,73,38,76,68,39,59,60,35,64,67,56,60,59,73,55,61,70,75,79,38,70,71,42,39,58,75,72,77,78
3186,187878,73,20,40,60,68,48,54,77,54,68,69,71,71,73,71,72,71,67,72,67,72,82,65,63,68,73,56,69,55,69,70,73,67
3187,193510,73,20,40,60,34,26,73,62,15,32,46,39,62,50,43,44,33,70,34,31,34,62,90,26,82,74,13,42,30,50,72,76,70
3188,240359,73,20,40,60,63,61,71,72,47,65,52,41,73,74,69,69,72,72,66,62,74,76,81,59,64,71,69,47,45,56,75,71,72
3193,203241,73,20,40,40,38,24,69,57,14,46,36,31,52,51,49,37,43,68,62,56,91,64,88,21,83,66,33,30,44,58,73,74,70
3199,169708,73,20,40,60,68,51,66,73,40,62,49,56,71,67,64,67,61,70,63,57,75,68,74,53,92,76,48,56,55,70,69,71,75
3203,164079,73,20,40,60,60,56,74,68,71,59,75,72,68,63,30,33,39,71,63,80,75,67,80,67,65,73,50,53,83,76,74,73,70
3214,189938,73,20,40,60,67,39,68,74,55,46,74,75,70,69,60,61,53,69,62,78,70,65,78,71,73,74,30,51,61,65,72,73,73
3216,230387,73,20,40,80,51,29,63,48,24,22,33,49,44,48,60,62,68,79,50,56,79,77,74,25,79,77,22,44,44,70,76,73,75
3217,183795,73,20,40,40,32,13,75,58,12,39,36,20,52,49,46,54,39,68,56,48,71,55,86,18,75,73,25,49,23,58,64,77,73
3235,230393,73,20,40,60,39,36,74,66,44,37,39,31,65,72,33,42,40,64,41,77,43,46,87,44,67,74,32,24,48,82,74,77,65
3236,169721,73,40,40,60,65,40,75,63,43,60,45,32,56,62,68,73,70,56,67,63,86,34,90,39,84,70,52,51,53,61,61,73,75
3239,217082,73,20,40,60,34,21,70,58,24,38,32,25,50,59,53,61,39,68,42,42,76,62,89,37,77,73,27,34,36,63,72,70,68
3246,178684,73,20,40,60,51,34,71,71,33,50,66,73,70,66,33,32,48,72,32,77,55,68,80,68,81,75,32,52,42,71,71,74,68
3257,230399,73,20,40,60,69,32,76,65,32,53,30,31,68,57,76,70,62,71,61,48,88,58,77,41,70,66,58,47,37,66,72,75,76
3259,220673,72,20,40,80,60,44,74,72,63,77,65,64,68,77,68,57,70,70,67,69,81,77,77,70,80,68,60,70,61,65,58,70,64
3279,210182,72,20,40,60,43,34,73,65,30,40,32,24,60,52,71,70,56,72,62,42,78,74,79,36,78,71,39,42,36,67,68,73,69
3286,212231,72,20,40,60,34,22,71,58,22,54,24,29,57,57,55,62,48,65,48,64,77,61,83,21,86,65,25,48,36,63,70,71,68
3287,230407,72,20,40,60,54,44,73,62,51,51,44,52,66,56,61,61,62,67,62,44,77,56,77,51,77,66,34,42,53,64,71,73,72
3291,207624,72,20,40,60,47,22,71,62,27,53,24,23,60,60,67,75,65,72,56,54,87,74,82,31,77,69,34,34,35,70,70,70,69
3316,230672,72,20,40,60,35,33,69,67,34,45,33,27,52,57,61,67,57,61,44,43,71,64,79,27,75,68,31,36,47,62,71,74,70
3318,215569,72,20,40,60,54,39,68,71,27,45,26,47,62,64,66,74,57,61,64,57,86,84,75,31,70,70,39,51,42,63,70,71,74
3329,187415,72,20,40,60,62,43,65,64,49,48,67,74,68,50,50,37,65,72,56,73,71,63,71,64,75,74,29,48,41,73,75,79,74
3333,164633,72,20,40,40,69,56,70,65,59,61,59,53,64,63,53,52,53,69,60,74,80,65,76,66,77,68,63,45,61,75,68,76,72
