,ID,overall,pac,sho,pas,dri,def,phy
3810,202686,72,83,71,61,73,43,68
3814,214463,72,80,72,63,73,38,66
3815,184255,72,60,71,57,63,40,69
3819,221121,72,78,71,64,76,40,55
3827,160195,72,75,72,60,67,31,70
3831,184518,72,75,68,59,67,33,69
3833,214727,72,79,71,61,72,43,68
3839,188871,72,53,71,48,60,31,78
3841,221896,72,76,71,63,77,24,54
3852,193226,72,70,73,59,68,28,61
3864,200911,72,74,74,68,72,35,71
3866,229071,72,78,65,68,73,46,71
3872,199378,72,65,69,56,71,30,70
3878,170964,72,67,69,58,66,27,78
3879,236245,72,89,67,64,74,29,72
3900,188128,72,56,70,55,68,26,73
3908,177633,72,77,71,58,75,25,62
3929,237799,72,74,72,55,68,20,73
3930,149224,72,65,71,56,70,21,72
3933,189160,72,88,71,64,73,47,68
3942,202220,72,78,66,56,66,39,82
3946,201966,72,64,71,55,64,35,75
3958,159986,72,80,65,68,72,34,57
3959,159987,72,85,63,71,73,45,49
3960,172019,72,80,69,68,74,22,62
3961,204276,72,56,73,52,66,32,73
3968,208374,72,76,71,65,69,30,75
3971,168950,72,74,72,66,76,27,64
3972,202487,72,73,71,65,73,38,67
3992,159997,72,86,70,73,77,36,54
3994,200446,72,77,74,65,76,36,64
3995,224510,72,73,75,62,70,19,56
4013,241412,71,82,69,67,72,26,64
4027,189447,71,71,70,56,66,37,72
4037,229899,71,84,72,62,74,22,62
4055,221714,71,76,70,47,64,21,70
4056,190738,71,74,70,62,71,40,67
4057,237075,71,62,70,50,68,30,74
4058,205334,71,87,69,53,73,19,57
4059,223510,71,66,71,51,64,24,77
4064,211736,71,82,69,63,70,27,67
4066,168984,71,69,73,55,66,27,69
4067,200473,71,85,69,62,74,28,59
4068,205081,71,59,69,63,70,34,62
4078,186140,71,71,70,59,71,24,63
4092,167967,71,84,66,60,73,31,69
4094,139296,71,71,71,60,71,29,65
4097,189728,71,76,67,65,78,25,69
4098,214817,71,77,71,62,66,58,73
4103,210722,71,65,71,45,65,20,73
4105,194082,71,73,67,66,72,30,66
4110,215332,71,82,71,67,69,37,70
4125,161832,71,58,68,69,71,37,80
4134,202283,71,80,69,52,74,27,65
4140,224045,71,65,72,51,69,22,60
4141,226093,71,89,71,59,73,36,75
4142,197166,71,78,68,55,71,32,74
4148,205360,71,81,70,66,72,50,66
4153,186161,71,71,72,68,73,32,67
4163,201526,71,78,67,62,75,20,62
4171,185144,71,62,73,50,66,24,61
4179,227642,71,87,66,61,75,37,70
4181,191034,71,85,70,62,72,27,61
4187,179516,71,73,72,60,65,36,78
4193,225085,71,84,70,63,74,39,58
4202,214338,71,93,66,61,66,25,72
4208,196932,71,66,69,58,65,28,69
4210,163396,71,79,70,54,67,43,75
4221,212807,71,94,68,62,73,38,57
4224,211784,71,80,68,62,74,33,56
4231,167753,71,77,71,62,74,27,60
4239,214350,71,64,73,52,65,31,73
4240,215374,71,90,65,52,69,27,61
4245,192337,71,74,68,55,67,32,75
4246,221266,71,77,70,58,68,28,68
4248,176210,71,85,70,64,69,34,68
4249,180818,71,68,69,68,75,31,69
4268,169815,71,60,71,65,67,27,66
4273,210521,71,70,73,58,60,32,69
4279,146011,71,73,72,58,70,30,66
4298,199266,71,72,69,59,73,36,72
4322,136553,71,66,72,69,66,24,59
4326,231530,71,83,70,65,74,31,53
4327,162411,71,43,71,62,64,41,68
4334,194925,71,77,68,50,64,36,74
4335,217710,71,75,68,62,69,37,70
4338,185199,71,71,72,49,70,27,73
4346,221553,71,71,71,47,64,27,68
4349,169586,71,77,70,57,71,34,67
4352,205427,71,81,68,63,74,33,73
4362,213110,71,77,70,47,69,26,73
4365,175990,71,65,68,69,71,37,63
4379,189561,71,78,67,58,71,22,67
4381,208250,71,69,72,70,67,42,70
4382,218746,71,73,66,67,75,50,52
4383,219514,71,63,70,63,70,33,77
4391,211068,71,62,69,61,67,34,72
4394,168317,71,54,68,61,66,43,72
4396,189053,71,85,69,47,68,19,70
4409,163713,71,74,71,69,74,42,48
4410,201346,71,71,72,52,67,27,78
4414,223875,71,64,70,68,71,45,73
4417,205188,71,78,69,59,68,22,71
4421,176773,71,89,67,63,71,34,72
4423,189573,71,78,69,68,70,57,72
4430,177802,71,63,69,66,70,53,62
4432,228748,71,68,68,53,68,22,60
4443,199569,71,70,73,66,69,35,71
4444,210321,71,84,67,63,72,23,69
4446,204690,71,81,68,57,71,21,59
4455,227732,71,78,70,55,75,25,65
4456,230292,71,85,68,56,77,30,45
4460,190614,71,65,70,61,69,29,60
4478,189849,71,71,70,63,71,27,75
4482,190362,71,80,68,51,72,24,66
4492,236189,71,64,71,62,73,37,71
4502,205985,71,55,67,62,65,30,78
4515,179875,71,74,70,58,69,39,77
4523,224422,71,81,70,66,75,43,65
4524,50598,71,68,72,52,65,26,58
4527,162471,71,74,70,62,68,36,73
4530,140201,71,48,73,62,71,21,58
4533,202154,71,73,73,63,72,36,65
4538,136363,71,66,71,58,62,25,69
4544,229037,71,76,67,64,74,38,54
4553,200113,71,91,60,62,75,33,61
4557,205234,71,73,69,55,70,24,73
4560,216498,71,75,69,63,71,34,67
4565,203699,71,71,69,63,70,28,69
4591,190907,71,90,63,61,77,45,70
4593,212156,71,84,69,59,70,27,73
4595,231868,71,64,71,57,71,21,63
4596,166844,71,66,69,59,66,33,77
4604,220862,71,79,66,51,66,34,87
4614,216258,71,88,62,61,74,34,60
4616,204227,71,66,69,55,63,29,76
4629,187590,71,74,69,58,73,31,73
4632,171975,71,65,69,61,66,31,75
4639,184777,71,51,71,62,60,37,81
4647,210380,71,76,71,58,70,25,72
4650,209613,71,84,68,58,69,22,63
4651,214733,71,91,60,62,73,22,56
4661,164559,71,53,73,59,69,49,69
4672,175313,71,72,69,63,68,36,73
4673,216530,71,64,70,51,67,29,78
4674,216531,71,60,72,49,64,29,68
4680,192467,71,77,71,54,69,27,76
4702,192728,71,74,73,62,71,26,76
4703,198617,71,78,61,68,73,26,55
4705,160217,71,64,71,62,73,37,71
4718,229596,71,78,70,65,70,42,77
4732,212449,71,31,56,47,52,68,82
4745,209381,71,84,72,57,66,26,68
4746,216549,71,79,69,55,66,25,74
4768,212715,71,90,67,62,74,35,64
4769,237291,71,68,68,46,60,29,68
4770,200429,71,92,70,60,74,24,59
4778,144368,71,86,67,63,74,26,67
4780,198641,71,70,70,46,65,26,75
4803,219641,71,77,68,49,67,30,78
4817,212478,71,86,68,59,69,44,78
4818,215294,71,67,71,60,65,32,70
4819,159998,71,82,67,62,73,26,64
4823,159999,71,85,68,56,77,30,45
4834,193537,70,73,70,60,70,23,59
4839,225539,70,75,67,62,73,25,63
4842,178179,70,64,71,56,59,38,69
4853,165894,70,56,70,54,66,29,69
4866,189961,70,86,67,59,74,36,62
4874,187915,70,53,72,53,57,29,73
4878,226060,70,86,69,59,79,28,44
4880,173326,70,45,67,59,55,38,80
4888,233231,70,62,75,54,67,23,48
4910,214547,70,66,71,50,69,32,66
4915,227604,70,66,67,50,64,25,73
4919,184341,70,62,69,52,64,21,73
4926,206104,70,60,69,52,65,29,74
4927,207640,70,80,67,57,68,25,69
4929,189208,70,73,68,56,67,22,73
4937,169498,70,76,68,56,67,44,80
4950,143904,70,71,71,63,66,33,70
4952,199201,70,41,70,56,61,33,75
4955,193057,70,60,71,62,64,37,77
4961,173859,70,80,69,50,72,33,64
4964,235812,70,81,66,55,71,37,71
4976,215082,70,87,66,59,73,31,67
4980,183339,70,80,70,65,65,45,74
4983,220204,70,72,70,56,69,23,59
4986,189996,70,68,68,66,65,54,72
4988,194349,70,90,67,61,68,43,63
4990,206126,70,90,67,59,73,25,65
5003,212785,70,73,66,56,69,29,63
5011,229683,70,63,69,57,71,25,63
5016,225844,70,90,58,65,77,32,48
5024,222262,70,74,71,54,66,20,71
5026,165176,70,73,68,64,69,42,67
5028,216377,70,54,73,44,52,34,79
5035,214331,70,67,70,49,62,30,74
5038,208700,70,87,69,61,75,30,61
5042,202557,70,73,67,59,70,24,76
5043,168253,70,77,70,66,74,28,58
5045,240702,70,65,69,52,63,30,66
5046,186430,70,61,65,55,66,31,80
5047,135743,70,63,70,56,63,32,72
5049,203327,70,55,71,58,62,18,77
5061,138306,70,81,67,60,69,36,63
5064,212803,70,77,66,66,73,36,50
5082,209736,70,90,68,62,78,33,61
5084,231240,70,85,62,55,84,25,51
5101,201038,70,78,67,57,72,26,61
5105,203344,70,80,68,67,71,64,65
5114,227667,70,80,66,66,71,28,63
5127,190807,70,66,68,64,69,30,74
5128,178264,70,64,67,58,66,28,75
5130,230489,70,72,65,65,75,29,58
5134,191834,70,76,74,55,59,33,80
5138,236893,70,69,67,56,70,25,64
5143,203871,70,70,68,67,70,26,68
5144,207711,70,78,67,62,72,34,59
5146,138336,70,68,68,67,70,52,71
5147,225632,70,90,62,60,71,36,69
5149,183392,70,67,74,48,56,31,72
5152,233825,70,72,68,45,67,27,74
5161,193891,70,68,71,57,70,25,63
5163,224100,70,69,70,51,67,29,70
5169,205158,70,74,64,60,73,28,69
5170,210534,70,87,68,60,71,29,69
5173,202599,70,76,72,71,80,30,54
5180,210536,70,92,67,52,69,31,59
5184,209001,70,80,69,51,62,29,64
5185,222825,70,82,67,59,76,27,63
5189,205674,70,80,64,65,73,30,56
5190,231786,70,77,67,66,73,19,62
5195,223339,70,78,68,63,70,24,62
5198,212332,70,76,70,61,71,33,66
5201,213613,70,70,70,67,70,45,68
5207,230510,70,79,71,63,71,35,48
5211,210544,70,79,64,64,76,50,47
5212,224368,70,83,66,66,75,37,60
5217,203889,70,74,68,54,69,24,65
5233,225653,70,88,68,60,71,27,68
5236,165494,70,89,66,62,72,37,51
5242,230520,70,64,66,54,70,35,61
5243,208505,70,79,65,56,64,36,73
5248,210042,70,70,71,60,71,60,69
5253,207739,70,57,65,51,63,24,71
5269,177278,70,54,68,65,68,40,68
5281,188289,70,71,67,58,69,38,67
5291,201093,70,71,70,65,69,40,64
5297,160134,70,72,65,65,75,29,58
5306,232329,70,66,67,56,67,21,70
5311,233866,70,76,67,59,72,44,69
5313,192906,70,70,71,70,74,22,61
5314,204171,70,75,70,68,71,47,69
5315,205963,70,68,70,54,66,28,73
5326,176270,70,76,72,49,65,34,69
5329,224143,70,90,64,62,66,48,72
5336,116368,70,54,69,68,66,32,68
5339,213905,70,77,69,54,66,48,73
5341,183955,70,78,71,63,71,33,70
5342,191123,70,74,69,60,69,32,68
5345,201876,70,76,68,59,68,46,75
5353,216981,70,83,66,51,70,31,70
5356,160150,70,79,71,63,71,35,48
5357,162198,70,62,71,62,64,33,75
5359,229271,70,79,68,57,71,26,63
5366,205465,70,67,71,58,64,37,79
5367,207769,70,38,70,54,61,31,64
5368,51353,70,72,70,64,67,29,73
5371,200346,70,75,69,63,73,41,65
5372,236186,70,66,72,52,63,29,71
5384,215965,70,77,66,53,65,25,71
5385,160157,70,64,66,54,70,35,61
5390,212126,70,69,63,66,71,26,53
5397,202401,70,65,69,57,67,34,77
5403,198819,70,71,72,67,72,47,63
5407,189603,70,92,62,62,69,25,67
5409,198564,70,71,70,55,61,30,69
5428,213930,70,70,69,47,65,29,69
5439,224428,70,86,71,59,67,26,63
5441,219566,70,80,67,48,69,21,74
5445,168879,70,49,67,76,68,31,40
5446,188335,70,61,71,45,64,31,68
5454,208306,70,72,69,58,69,26,56
5458,211891,70,74,67,52,67,29,81
5461,224179,70,63,72,56,64,24,73
5467,232884,70,68,65,68,73,43,48
5475,231862,70,76,70,56,70,22,58
5481,205753,70,92,65,60,75,29,64
5482,212409,70,81,68,60,75,23,69
5485,204474,70,85,62,64,72,23,54
5495,186812,70,81,68,64,72,45,78
5502,232381,70,71,69,51,63,23,78
5506,202175,70,74,66,59,65,60,70
5509,158912,70,66,69,58,65,45,73
5528,206534,70,74,69,59,69,34,63
5538,146121,70,61,70,57,67,42,73
5539,176841,70,67,66,55,67,38,73
5541,187337,70,66,72,65,72,35,63
5543,175818,70,50,73,64,60,40,78
5550,234957,70,74,71,48,66,21,58
5554,199118,70,71,68,48,61,27,68
5555,205518,70,77,69,66,73,36,63
5561,215247,70,71,69,55,67,28,64
5565,241104,70,53,72,64,58,30,74
5572,179665,70,69,71,69,70,29,73
5576,169938,70,85,66,62,72,28,62
5579,200915,70,71,71,59,69,34,71
5583,51412,70,60,73,60,67,49,75
5594,160216,70,66,72,52,63,29,71
5598,181721,70,79,71,65,73,29,61
5599,200922,70,69,67,58,67,33,80
5611,195036,70,78,69,48,67,24,63
5620,194783,70,82,65,59,70,22,63
5622,150496,70,77,68,62,71,33,64
5623,220128,70,76,69,60,70,29,65
5632,224739,70,78,68,59,69,22,72
5642,198631,70,79,68,54,72,21,69
5648,199657,70,85,67,60,70,37,69
5651,229865,70,68,70,65,74,39,49
5652,239593,70,67,70,60,62,21,68
5656,163050,70,66,72,56,66,33,73
5660,220395,70,72,58,67,69,40,60
5664,45548,70,75,69,62,63,32,66
5668,203502,70,82,67,66,73,55,61
5669,208622,70,81,65,58,79,27,62
5677,232432,70,76,68,59,72,27,64
5682,185073,70,51,67,62,70,46,63
5691,226035,70,89,67,56,65,30,78
5707,204280,70,67,68,60,68,36,73
5710,235513,70,71,69,48,60,24,78
5717,225530,70,73,65,57,63,27,73
5726,236287,70,74,69,54,64,24,69
5727,212992,69,77,65,62,68,35,76
5728,182528,69,76,70,60,70,33,61
5730,211457,69,68,70,59,65,25,73
5737,190722,69,84,67,59,70,34,73
5740,179971,69,83,66,46,65,34,76
5748,211461,69,55,70,54,61,30,76
5752,225541,69,80,65,52,65,25,74
5756,221702,69,77,69,59,75,23,43
5757,160006,69,81,61,60,74,19,63
5764,160007,69,79,65,60,69,46,63
5770,210441,69,67,72,49,60,26,63
5786,167437,69,57,68,49,57,36,77
5790,206606,69,56,67,48,59,30,77
5792,225294,69,83,65,60,74,30,47
5795,200207,69,63,70,59,64,23,76
5797,232207,69,74,68,44,62,32,66
5798,186127,69,67,69,55,61,39,78
5799,194319,69,77,69,62,66,35,73
5805,238609,69,62,68,52,67,27,68
5807,189713,69,63,71,63,68,35,66
5817,202517,69,60,69,57,62,35,74
5820,235029,69,78,66,50,71,31,59
5823,201240,69,93,65,56,71,25,68
5831,189209,69,83,60,66,74,25,43
5834,219674,69,71,70,58,60,25,61
5840,218651,69,78,63,49,66,31,73
5845,199964,69,82,71,65,66,24,72
5849,208157,69,71,68,56,70,21,64
5850,208158,69,75,67,65,69,27,67
5857,202017,69,87,66,59,72,16,73
5861,206626,69,65,69,50,64,40,73
5863,223266,69,72,71,66,70,21,56
5875,195620,69,87,68,59,72,28,57
5876,212261,69,76,69,59,73,35,61
5879,194085,69,82,70,52,67,25,73
5884,215335,69,86,61,67,67,48,54
5892,206633,69,68,70,65,67,55,70
5895,157482,69,70,66,60,69,55,77
5907,209453,69,80,65,66,67,65,81
5909,176941,69,60,68,54,65,27,75
5910,193581,69,67,71,46,51,22,70
5917,45104,69,48,70,48,54,28,74
5919,204849,69,78,63,58,68,32,72
5920,223537,69,52,67,53,67,28,75
5922,233265,69,71,68,65,68,25,63
5923,192561,69,76,66,61,66,45,77
5931,171315,69,57,66,70,71,35,52
5938,227638,69,84,66,45,64,22,77
5941,212791,69,80,60,64,73,37,59
5943,168759,69,78,66,66,68,26,63
5955,149306,69,67,69,62,71,19,72
5957,178490,69,69,66,53,66,18,64
5959,207676,69,80,69,62,72,30,63
5964,158525,69,51,70,49,61,36,72
5965,229949,69,86,69,60,70,26,74
5966,204350,69,72,69,68,71,24,57
5968,172094,69,75,67,66,70,33,68
5971,232000,69,67,69,58,73,19,50
5984,213829,69,61,67,46,66,19,75
5994,215111,69,83,62,64,70,35,57
6002,213578,69,63,73,52,55,27,74
6005,194122,69,76,69,48,65,32,72
6008,182091,69,86,63,59,72,31,64
6018,214094,69,75,68,53,68,27,63
6026,214096,69,71,67,50,67,29,67
6029,189776,69,83,62,62,70,20,67
6034,239953,69,81,67,55,70,22,57
6044,212819,69,91,61,60,69,31,64
6059,207702,69,57,71,49,60,31,71
6061,227159,69,75,69,50,65,25,78
6070,159578,69,74,66,56,65,28,79
6076,191068,69,66,66,49,67,37,69
6079,202077,69,69,67,52,62,32,77
6099,223334,69,79,64,57,70,40,79
6102,203368,69,79,63,65,70,31,60
6108,227689,69,85,56,62,74,49,76
6130,234864,69,64,73,52,62,27,62
6133,220785,69,66,69,46,66,28,75
6139,188274,69,65,69,62,64,23,74
6152,228981,69,80,67,54,69,40,68
6153,164469,69,77,70,60,69,37,63
6158,50294,69,54,72,67,70,52,59
6160,205687,69,89,68,61,73,18,59
6161,215927,69,67,69,54,62,27,60
6166,199035,69,77,69,48,70,21,39
6167,214395,69,80,65,53,67,22,61
6168,234875,69,74,68,52,67,26,70
6169,210556,69,73,67,52,65,27,69
6184,225152,69,59,71,64,66,45,67
6189,215169,69,81,66,61,73,27,57
6192,238977,69,49,73,45,54,29,75
6196,49026,69,51,64,48,56,29,73
6198,219779,69,87,65,57,71,26,71
6200,216452,69,63,69,47,76,28,73
6205,212613,69,78,66,63,73,22,49
6212,203654,69,65,68,47,63,18,68
6215,225926,69,76,67,62,72,26,57
6229,213642,69,75,66,54,68,25,61
6230,214922,69,89,65,56,74,37,63
6232,236170,69,74,61,65,74,49,60
6236,231563,69,72,67,51,70,20,57
6239,229260,69,83,62,61,71,29,59
6244,215183,69,42,70,52,57,35,70
6245,179855,69,75,69,51,65,31,72
6249,182160,69,93,65,56,68,41,72
6251,214417,69,79,70,59,71,25,68
6252,215441,69,72,68,55,67,34,70
6257,235410,69,76,68,49,68,30,51
6260,237715,69,67,67,51,68,22,65
6261,172691,69,78,65,59,66,30,70
6262,203668,69,83,69,55,67,31,60
6270,224151,69,76,67,65,73,28,54
6279,183706,69,74,69,64,68,27,75
6281,201883,69,76,68,48,69,31,65
6282,202395,69,70,68,61,67,22,69
6287,230300,69,81,61,60,74,19,63
6291,230301,69,79,65,60,69,46,63
6294,212382,69,74,61,58,67,41,75
6296,232862,69,79,66,64,76,40,52
6297,236190,69,55,70,49,63,44,67
6298,176542,69,68,69,57,68,47,59
6300,187038,69,76,63,59,66,27,77
6304,233119,69,74,67,45,63,25,77
6308,172960,69,77,69,57,68,27,68
6316,178594,69,64,63,60,72,26,55
6322,209061,69,90,63,61,73,25,58
6326,221862,69,78,70,65,71,40,58
6331,239015,69,84,68,53,71,20,54
6333,200360,69,76,67,51,65,28,71
6341,223659,69,41,68,46,59,30,72
6343,222636,69,70,67,50,67,26,74
6353,223151,69,86,66,61,72,40,65
6360,191409,69,74,67,59,65,24,74
6362,221618,69,80,72,39,67,21,60
6366,202676,69,73,70,60,71,35,60
6373,138933,69,64,65,68,68,35,63
6375,206518,69,84,64,58,71,25,59
6382,143032,69,52,70,63,70,42,61
6383,212664,69,77,66,53,68,53,79
6387,189369,69,76,65,50,61,19,75
6406,199614,69,56,68,54,64,29,69
6410,215487,69,77,66,52,66,28,76
6419,204992,69,78,68,54,72,25,69
6420,207552,69,82,70,45,63,21,74
6425,206018,69,81,67,58,70,27,65
6430,190915,69,63,66,61,68,36,75
6431,214980,69,70,66,56,65,26,70
6437,172743,69,69,68,55,69,34,80
6441,198601,69,78,61,63,72,44,69
6443,230857,69,69,68,50,66,23,60
6449,184010,69,65,67,61,67,39,66
6450,215755,69,76,66,59,69,20,65
6452,188107,69,78,67,45,67,28,77
6454,216268,69,80,65,61,72,30,59
6465,217807,69,81,60,62,72,29,55
6478,215249,69,76,66,65,69,21,58
6485,236498,69,70,66,52,66,25,69
6493,179668,69,64,63,68,73,45,58
6499,193749,69,77,69,59,61,29,78
6500,206550,69,76,67,56,68,32,62
6501,220630,69,68,57,61,67,60,64
6513,204250,69,68,67,46,61,39,69
6514,160218,69,55,70,49,63,44,67
6520,171995,69,81,68,57,74,23,46
6527,232926,69,56,68,66,71,29,70
6533,212192,69,76,65,63,73,25,50
6536,194017,69,85,70,58,71,39,68
6546,235236,69,73,69,62,72,40,68
6553,227557,69,71,65,53,66,22,64
6569,185064,69,73,69,65,71,29,71
6579,206571,69,80,67,66,70,25,64
6581,175851,69,62,66,46,59,23,78
6584,172780,69,59,71,64,66,27,72
6591,238830,69,66,67,55,69,24,68
6596,184816,69,83,66,64,71,46,75
6601,212210,69,86,68,57,67,19,64
6603,148210,69,74,64,64,68,52,67
6604,223730,69,68,70,49,62,26,60
6607,201971,69,81,66,62,74,34,68
6609,235507,69,80,65,60,74,26,62
6617,205559,69,90,65,58,71,33,70
6622,189431,69,67,65,63,71,34,65
6634,207866,69,76,67,57,67,33,69
6637,210171,69,80,64,63,72,25,62
6646,189437,69,82,63,67,73,17,53
6654,53760,68,76,61,67,67,43,64
6655,221697,68,82,63,61,70,38,60
6656,160001,68,76,68,51,68,26,62
6657,165889,68,67,69,67,68,34,65
6662,193794,68,74,66,48,67,25,72
6667,233731,68,78,65,52,69,24,56
6672,192259,68,66,68,65,72,39,57
6678,190724,68,76,63,56,64,22,76
6682,160005,68,64,71,57,68,32,60
6686,227591,68,81,68,62,71,26,63
6687,143112,68,85,64,60,68,38,66
6689,162056,68,57,67,53,61,40,80
6700,163340,68,41,71,60,64,47,74
6706,214029,68,76,67,56,63,29,70
6709,216078,68,65,68,47,60,27,67
6711,232462,68,61,60,65,65,23,61
6724,199700,68,76,65,50,73,21,58
6734,209430,68,85,65,57,66,19,66
6739,172823,68,74,66,61,68,29,67
6750,192283,68,59,67,61,66,39,74
6760,202526,68,75,66,61,66,27,65
6764,208159,68,64,65,56,62,26,68
6768,199456,68,65,65,63,67,26,77
6769,207904,68,89,66,61,71,21,42
6778,175393,68,73,67,59,69,40,52
6781,219938,68,67,66,58,64,29,69
6789,212260,68,79,65,58,67,38,70
6793,228388,68,73,65,50,69,51,71
6795,198437,68,82,66,46,67,22,67
6797,230693,68,78,65,57,67,20,60
6815,176680,68,70,68,53,63,38,79
6817,214313,68,80,64,59,72,37,65
6819,220969,68,88,54,61,72,29,49
6823,235561,68,75,69,47,65,20,61
6832,211243,68,76,62,65,70,27,42
6835,125995,68,62,68,55,59,39,67
6841,234029,68,60,68,50,61,40,66
6842,171565,68,61,66,56,62,35,67
6844,158254,68,74,69,61,68,27,55
6847,217647,68,66,68,63,69,33,68
6868,205876,68,81,69,54,68,30,70
6871,197941,68,90,66,49,68,28,63
6882,215352,68,81,62,61,72,30,52
6884,202041,68,80,65,59,73,28,70
6898,228668,68,77,68,59,68,24,64
6903,199741,68,75,65,53,64,27,73
6917,223551,68,70,66,51,65,30,73
6926,227394,68,63,71,50,55,34,71
6927,170818,68,51,70,65,67,45,75
6930,206147,68,73,68,51,65,23,70
6932,212035,68,89,56,57,74,32,49
6941,212806,68,84,67,49,63,37,68
6942,225606,68,67,70,62,70,28,47
6944,234566,68,82,67,62,67,31,60
6948,215367,68,81,65,55,69,25,70
6955,192840,68,54,67,53,55,28,79
6961,228170,68,73,71,45,64,23,62
6963,233290,68,80,64,60,70,29,62
6972,226380,68,83,65,60,71,25,62
6975,178508,68,70,66,53,63,33,68
6982,213839,68,47,66,56,68,25,65
6986,222544,68,69,67,45,66,21,58
6990,239441,68,82,62,57,71,31,63
6997,234579,68,82,64,57,67,22,57
6998,219988,68,62,65,44,59,19,75
7021,182617,68,68,66,59,66,50,78
7026,219995,68,77,65,52,74,19,56
7031,197981,68,39,66,50,59,25,81
7034,206431,68,83,65,64,65,49,69
7035,209503,68,87,64,56,75,27,51
7037,184927,68,88,59,60,72,29,57
7050,199522,68,78,65,58,69,25,66
7056,229474,68,67,64,54,69,24,66
7061,182883,68,85,64,56,66,41,70
7067,201061,68,91,66,54,72,27,74
7074,230758,68,74,68,60,73,33,44
7084,219496,68,43,70,43,56,30,72
7091,230506,68,76,70,50,76,26,50
7095,222059,68,81,67,49,69,25,59
7108,202350,68,59,69,65,70,35,73
7119,235377,68,75,67,51,64,21,59
7128,157300,68,65,64,55,65,33,72
7130,225652,68,68,67,43,68,24,60
7142,230518,68,64,69,48,57,22,70
7153,209529,68,75,64,63,72,29,63
7167,208508,68,64,68,48,59,25,72
7179,228735,68,62,69,46,62,27,70
7181,215168,68,70,64,55,68,22,62
7188,198019,68,71,67,55,66,37,76
7196,221573,68,83,65,63,69,40,71
7204,197511,68,81,65,43,61,29,67
7206,209287,68,87,65,54,65,21,67
7211,192647,68,42,72,63,69,35,64
7225,204427,68,79,69,56,70,27,58
7226,207499,68,66,71,52,61,23,73
7227,223115,68,55,67,52,60,30,68
7239,217998,68,70,68,46,69,24,71
7244,230287,68,69,72,54,65,25,63
7247,202896,68,83,65,58,71,40,70
7267,160147,68,76,70,50,76,26,50
7274,236692,68,70,70,51,64,18,54
7277,237461,68,77,66,45,66,22,68
7281,230295,68,76,68,51,68,26,62
7282,53655,68,46,68,63,66,25,74
7283,232344,68,74,68,57,73,18,53
7291,169113,68,72,69,69,68,52,62
7297,160155,68,64,69,48,57,22,70
7298,230299,68,64,71,57,68,32,60
7307,140445,68,63,64,59,66,36,76
7312,191389,68,53,69,61,66,36,53
7313,211870,68,78,69,64,70,29,64
7318,229023,68,80,68,47,64,24,78
7319,236191,68,74,65,55,68,44,66
7320,236447,68,67,65,46,65,20,70
7321,201888,68,81,66,58,70,35,78
7324,240032,68,81,66,58,72,41,71
7330,176801,68,80,66,66,73,36,58
7333,174754,68,78,66,60,69,30,64
7338,212643,68,82,65,62,68,30,63
7341,201380,68,66,66,60,67,28,67
7348,204709,68,70,69,54,68,29,58
7355,176038,68,70,68,55,59,37,70
7356,197031,68,65,65,51,63,31,64
7358,203431,68,76,68,62,67,25,70
7361,189607,68,70,68,48,58,27,78
7367,143018,68,69,67,58,64,47,75
7379,214957,68,59,67,57,66,33,56
7382,215982,68,77,68,52,66,22,65
7389,225712,68,72,63,62,74,44,51
7392,228017,68,65,66,60,62,28,67
7398,229810,68,68,65,63,64,27,81
7406,226228,68,83,62,62,67,36,65
7416,172470,68,39,69,64,68,29,57
7429,223929,68,79,69,49,68,21,63
7436,188091,68,84,65,52,73,37,73
7437,190139,68,72,67,59,73,27,73
7448,198846,68,71,67,58,68,23,75
7450,212158,68,84,65,48,64,25,67
7451,214206,68,68,68,60,65,28,60
7455,240574,68,59,69,56,63,32,64
7458,195262,68,67,68,50,58,25,77
7474,192962,68,74,65,58,66,31,70
7482,160196,68,60,68,50,61,40,66
7487,187077,68,85,66,64,70,36,66
7493,230086,68,66,67,54,68,21,63
7496,190918,68,57,69,49,60,35,74
7497,201927,68,87,64,60,73,29,56
7508,207562,68,74,64,45,55,25,77
7513,220621,68,75,68,64,72,32,49
7520,222671,68,75,65,50,67,25,62
7535,210644,68,77,65,66,73,33,61
7538,182996,68,71,63,55,63,49,68
7548,202455,68,74,65,57,69,27,71
7549,188375,68,76,66,61,70,42,63
7552,203736,68,79,65,50,69,22,63
7556,192473,68,68,68,60,65,42,78
7561,160219,68,74,65,55,68,44,66
7562,227547,68,78,67,60,72,32,56
7572,215262,68,77,63,63,69,33,73
7575,223710,68,62,69,45,59,24,72
7588,239842,68,71,68,44,64,27,74
7589,194018,68,72,66,48,63,26,79
7593,210404,68,66,67,59,65,25,71
7602,227558,68,67,67,54,61,27,67
7626,184301,68,71,69,64,67,33,70
7628,140526,68,54,68,63,65,47,70
7635,213743,68,38,69,44,57,27,71
7639,199152,68,34,69,53,57,33,73
7641,221168,68,76,65,59,67,25,68
7647,201714,68,63,66,65,61,39,79
7655,163828,68,71,70,60,66,26,61
7667,208120,68,67,66,53,63,25,66
7676,201978,68,62,62,52,64,32,76
7685,159995,68,69,72,54,65,25,63
7686,237051,68,89,64,51,71,22,73
7692,225533,68,76,64,47,67,35,71
7693,228093,68,73,68,47,65,30,69
7694,189181,68,66,66,64,70,28,70
7698,219647,68,68,65,54,65,30,73
7705,190720,67,87,62,49,63,23,64
