,ID,overall,international_reputation,skill_moves,weak_foot,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle
4941,216860,70,20,60,60,53,71,42,64,64,75,72,54,48,75,88,85,90,64,75,68,39,63,41,60,47,35,60,60,50,62,19,20,19
4950,143904,70,20,40,60,61,73,72,63,58,66,65,72,59,67,69,73,69,65,63,77,75,61,74,63,68,21,65,63,79,59,24,36,34
4952,199201,70,20,40,40,41,72,76,66,70,63,58,42,53,69,45,38,30,71,36,75,34,72,88,63,54,21,74,60,65,60,31,32,21
4955,193057,70,20,40,60,58,69,65,63,59,66,60,68,58,67,52,66,53,65,56,83,34,62,90,66,74,29,68,66,74,68,28,44,26
4957,205858,70,20,60,80,62,71,40,72,63,72,52,52,56,75,75,74,61,56,58,70,50,70,62,70,43,30,62,66,55,66,39,46,34
4961,173859,70,20,60,80,48,70,59,49,64,69,65,62,37,73,79,81,81,68,83,69,73,82,60,68,47,35,76,55,68,67,33,26,28
4964,235812,70,20,60,80,49,70,73,59,55,74,62,33,55,67,82,81,77,60,73,64,73,65,78,62,61,31,67,58,64,63,35,31,33
4976,215082,70,20,60,60,62,64,55,61,67,72,44,44,56,71,88,87,79,73,73,72,73,70,62,66,75,36,67,64,58,69,26,26,29
4980,183339,70,20,40,60,62,68,58,66,65,64,57,64,65,66,77,83,67,68,64,80,49,93,72,66,62,46,72,68,62,74,41,44,42
4983,220204,70,20,60,60,59,72,70,65,70,66,33,53,47,69,73,72,78,67,74,71,76,65,57,68,53,17,71,52,64,65,19,16,24
4986,189996,70,20,60,60,64,68,77,66,64,64,67,67,60,66,69,67,66,67,64,73,64,70,77,63,65,56,71,73,73,54,53,47,50
4988,194349,70,20,60,60,65,74,65,63,53,66,49,54,59,64,88,91,84,66,83,67,65,65,68,54,49,50,72,58,64,60,39,37,33
4990,206126,70,20,60,60,56,67,57,62,60,73,63,48,51,69,88,92,84,65,88,76,71,75,61,60,62,22,68,63,57,67,22,19,21
5000,203568,70,20,60,40,71,55,54,71,56,73,58,52,68,73,76,77,72,69,61,66,61,82,75,60,60,35,68,69,51,69,38,39,37
5003,212785,70,20,60,80,44,67,72,67,58,69,53,44,48,68,72,73,69,67,77,71,77,50,69,59,59,29,69,58,70,57,23,22,20
5008,223794,70,20,60,80,64,68,49,61,59,75,56,43,58,72,92,91,90,55,69,61,83,66,59,62,55,42,53,63,48,55,35,34,32
5011,229683,70,20,40,40,44,71,68,63,64,70,65,56,50,77,64,62,67,67,59,74,74,65,72,63,36,19,65,62,69,67,19,20,22
5016,225844,70,20,60,80,64,50,46,68,60,75,68,43,60,77,91,89,85,58,93,72,45,70,33,60,58,24,56,68,59,64,28,37,35
5017,205365,70,20,60,60,70,62,48,66,68,75,67,64,66,72,78,80,75,58,70,73,56,62,55,68,53,38,67,65,59,69,26,38,31
5024,222262,70,20,40,80,44,74,64,65,67,67,42,35,49,65,73,75,69,64,62,74,72,76,76,64,52,13,68,58,63,75,15,16,14
5026,165176,70,20,40,60,65,70,62,69,65,69,58,49,62,67,69,77,73,71,61,72,59,77,70,63,48,43,72,63,61,64,41,39,29
5028,216377,70,20,40,60,38,76,78,52,53,51,37,29,34,54,53,55,46,68,37,78,49,69,87,66,81,20,78,50,73,74,22,47,18
5035,214331,70,20,40,60,35,72,75,58,61,57,34,33,53,66,66,68,73,68,53,72,90,71,81,63,55,24,73,53,71,67,23,26,26
5038,208700,70,20,60,60,68,67,50,63,57,76,75,71,53,74,86,87,76,68,66,77,56,55,70,74,47,28,67,50,44,63,22,34,23
5042,202557,70,20,60,60,59,71,69,64,60,70,61,50,54,71,68,77,71,67,62,69,65,73,86,60,55,24,64,57,53,70,15,19,16
5043,168253,70,20,80,60,68,69,59,69,75,74,58,62,60,70,77,77,78,77,78,75,67,61,59,71,49,16,59,65,62,60,40,19,14
5045,240702,70,20,40,60,36,68,75,66,59,64,35,45,48,62,63,66,56,69,58,70,67,68,72,73,46,28,74,51,56,62,23,25,26
5046,186430,70,20,80,40,52,61,82,66,73,65,57,42,45,70,52,69,61,60,66,80,73,75,87,58,72,32,71,51,58,56,13,32,25
5047,135743,70,20,60,60,51,72,73,61,67,62,63,53,50,65,60,65,64,70,56,74,79,60,80,59,63,28,73,55,74,71,24,31,26
5049,203327,70,20,60,40,50,72,68,65,64,65,64,76,50,67,55,55,44,68,33,70,63,74,90,70,52,12,74,52,64,66,11,15,11
5061,138306,70,20,60,60,59,75,62,65,60,68,68,44,54,69,80,82,74,70,66,60,63,68,67,57,49,42,73,60,71,65,35,29,20
5064,212803,70,20,60,60,67,67,55,69,63,71,65,70,58,70,78,76,91,63,92,65,63,63,49,64,34,41,70,66,68,71,27,36,30
5071,225604,70,20,40,80,66,67,48,68,50,74,51,46,61,67,79,83,75,68,79,64,57,64,37,46,63,27,62,64,61,64,42,48,43
5081,192071,70,20,60,60,65,58,44,66,63,71,57,50,55,73,88,90,89,60,86,68,43,79,46,63,38,21,61,60,58,74,22,22,23
5082,209736,70,20,60,80,64,65,53,64,68,78,66,66,57,76,89,90,86,71,78,77,62,71,56,67,60,34,63,58,71,70,28,31,27
5084,231240,70,20,80,60,59,65,41,60,62,86,53,38,43,80,89,81,95,66,93,61,65,61,43,60,55,28,59,58,49,54,19,21,29
5085,192072,70,20,80,100,69,59,60,67,67,75,77,73,61,76,69,78,83,65,85,70,74,69,34,71,60,22,67,58,65,73,28,30,32
5101,201038,70,20,60,60,43,69,66,60,67,69,54,57,54,72,80,77,80,76,72,72,81,62,64,59,46,31,64,67,67,68,20,16,22
5105,203344,70,20,60,60,68,68,66,68,67,73,59,66,66,68,78,81,74,68,67,71,62,74,60,67,67,69,68,68,66,70,60,68,56
5114,227667,70,20,60,60,71,66,58,66,56,73,74,64,67,69,78,81,80,63,57,71,75,64,68,68,47,21,62,60,55,63,23,30,25
5127,190807,70,20,60,60,64,66,65,65,65,70,69,54,59,68,67,65,68,70,66,78,70,64,83,63,65,35,67,67,63,79,22,26,25
5128,178264,70,40,60,60,47,67,72,65,67,64,66,62,45,68,61,67,72,62,60,70,89,55,81,61,80,20,75,61,71,76,18,30,22
5130,230489,70,20,60,80,71,61,61,67,72,77,45,55,56,71,71,72,83,66,81,71,54,62,61,67,45,34,61,71,66,62,22,24,23
5134,191834,70,40,60,40,55,78,69,58,70,58,61,46,54,50,77,76,78,70,68,68,90,92,74,69,77,43,74,52,79,74,25,23,30
5138,236893,70,20,60,60,34,68,63,67,61,69,69,40,56,71,67,70,72,74,62,75,71,68,63,56,61,31,73,59,66,65,17,20,18
5143,203871,70,20,80,60,66,68,65,68,69,72,55,66,66,70,71,69,68,66,66,70,65,67,71,68,62,22,68,68,64,70,18,24,22
5144,207711,70,20,40,60,68,70,59,65,54,73,59,43,59,70,73,82,79,65,70,71,67,53,68,56,43,40,73,57,67,67,32,26,29
5146,138336,70,40,60,80,69,65,63,69,64,69,60,61,61,71,67,69,66,73,71,73,68,72,68,72,78,60,74,69,66,62,44,53,48
5147,225632,70,20,60,60,63,67,44,65,48,73,62,38,55,69,85,94,67,66,66,70,50,62,79,53,59,34,64,57,42,64,36,38,27
5149,183392,70,20,40,80,29,73,72,63,72,52,58,50,32,62,65,68,58,67,47,80,74,68,77,70,62,23,72,49,71,62,31,25,22
5152,233825,70,20,40,60,31,70,71,57,65,67,41,33,47,68,71,73,72,67,58,73,74,75,76,61,70,18,71,39,55,69,24,21,25
5161,193891,70,20,60,80,46,70,74,56,59,71,70,69,61,75,69,68,61,59,67,76,73,55,70,70,54,25,65,58,81,61,13,24,14
5163,224100,70,20,40,60,41,71,72,64,68,66,67,39,35,71,67,71,68,54,60,72,72,82,72,66,51,38,71,51,71,65,18,22,21
5165,176996,70,20,40,60,64,64,50,72,47,70,53,72,58,74,71,70,70,75,59,62,50,85,65,56,59,62,74,73,58,66,33,37,25
5169,205158,70,20,40,60,58,68,64,66,62,72,65,56,51,76,74,74,72,71,66,59,71,82,67,59,56,20,75,58,62,60,20,29,27
5170,210534,70,20,60,40,68,72,59,68,61,71,45,45,55,70,84,90,85,62,63,63,84,71,75,65,46,41,66,51,65,63,23,19,20
5173,202599,70,20,60,80,67,74,52,71,69,82,58,48,76,75,75,76,90,64,83,68,72,71,56,73,25,35,67,78,78,76,13,39,17
5180,210536,70,20,60,80,63,73,64,57,52,68,47,40,39,66,92,92,83,66,80,66,73,71,62,56,32,35,70,48,66,62,24,26,23
5184,209001,70,20,60,60,55,76,73,54,60,57,36,26,48,60,77,82,79,71,72,65,90,83,62,56,41,26,73,55,71,69,27,22,20
5185,222825,70,20,80,60,62,74,37,62,60,76,71,41,61,75,79,84,78,72,77,73,50,62,67,54,57,23,59,49,50,64,26,27,26
5188,204394,70,20,80,60,64,66,51,64,52,69,58,52,58,68,90,94,87,64,71,70,72,74,67,70,65,30,61,63,48,65,45,52,45
5189,205674,70,20,60,60,67,69,62,66,51,73,68,57,61,70,81,80,81,74,76,57,65,57,56,63,54,51,70,64,60,61,16,20,23
5190,231786,70,20,40,80,72,69,65,69,72,74,59,51,56,75,78,76,76,54,66,69,72,72,67,59,35,11,70,70,70,67,16,11,18
5195,223339,70,20,60,80,66,67,62,64,52,69,63,69,61,70,76,80,70,73,70,77,68,75,57,66,59,22,72,58,69,65,17,21,18
5198,212332,70,20,60,60,55,72,62,66,72,71,61,63,52,70,77,75,71,70,76,70,71,69,65,65,63,20,69,65,64,65,27,37,33
5201,213613,70,20,60,80,65,71,37,69,70,69,71,65,66,72,72,68,72,65,61,71,60,67,69,68,70,36,67,65,66,73,45,52,52
5207,230510,70,20,60,40,58,77,53,69,69,71,64,68,59,73,81,78,62,66,84,68,56,62,41,62,44,38,74,61,73,67,28,36,32
5211,210544,70,20,60,60,65,63,46,65,62,76,63,67,64,73,81,77,87,65,85,65,64,68,33,67,53,60,56,61,68,62,43,55,41
5212,224368,70,20,80,40,65,67,42,69,60,76,64,61,64,71,84,83,83,68,84,73,61,71,62,61,43,25,63,63,58,64,40,37,44
5217,203889,70,20,40,60,51,68,69,62,69,67,40,55,57,69,72,76,77,68,74,70,80,70,65,65,55,18,74,44,62,60,17,20,21
5233,225653,70,20,60,60,64,69,55,63,66,72,64,34,56,67,89,88,77,66,80,73,78,76,66,66,59,32,68,61,58,72,22,21,20
5236,165494,70,20,60,60,60,65,75,62,71,68,68,58,57,72,85,93,92,62,91,71,92,76,32,60,56,46,73,67,69,71,23,34,32
5242,230520,70,20,60,60,58,66,72,52,60,72,68,56,50,71,61,66,65,72,61,68,72,54,71,67,41,31,77,54,57,61,31,31,31
5243,208505,70,20,60,60,51,64,77,66,69,60,31,54,42,64,79,79,74,70,71,72,82,64,76,61,75,41,71,62,57,58,19,41,24
5248,210042,70,20,60,60,54,74,68,67,63,70,49,42,55,71,74,67,72,70,73,72,62,68,71,64,69,57,70,66,67,64,54,65,62
5249,223610,70,20,60,60,67,70,51,62,65,78,71,52,65,74,69,69,63,64,81,53,42,60,44,66,32,30,71,67,72,66,18,23,27
5253,207739,70,40,40,60,38,68,82,56,62,62,43,39,44,70,50,62,61,70,35,70,78,72,87,53,28,15,73,65,64,74,16,20,19
5261,213117,70,20,60,80,62,69,55,66,56,68,59,43,53,66,91,91,77,69,77,63,71,75,56,60,40,25,69,63,57,60,21,22,20
5263,215165,70,20,60,60,73,58,55,68,46,75,66,61,68,72,78,76,77,68,75,72,45,78,62,48,59,24,67,72,63,62,34,33,35
5269,177278,70,20,60,40,62,69,74,68,59,66,66,62,64,68,53,55,70,71,74,67,76,55,75,65,67,36,76,62,74,66,32,42,33
5281,188289,70,20,40,60,60,65,72,61,74,67,57,49,52,68,73,70,87,63,65,73,82,63,72,64,57,24,72,59,66,67,29,45,40
5291,201093,70,20,60,60,55,71,58,68,59,70,64,55,65,69,73,69,63,71,75,68,69,67,64,72,59,36,68,70,72,69,31,44,42
5297,160134,70,20,60,80,71,61,61,67,72,77,45,55,56,71,71,72,83,66,81,71,54,62,61,67,45,34,61,71,66,62,22,24,23
5300,198024,70,20,80,60,66,61,42,66,56,69,64,61,59,72,87,86,91,67,81,75,77,78,60,65,45,49,68,66,50,74,31,52,50
5306,232329,70,20,40,60,34,68,72,65,68,68,62,50,55,69,65,66,61,65,65,69,66,71,76,63,53,16,70,63,57,68,16,14,14
5310,230794,70,20,60,80,64,64,30,72,47,77,63,62,58,69,74,68,75,58,76,62,45,52,42,62,47,22,62,73,48,62,22,25,27
5311,233866,70,20,60,80,46,67,68,67,64,74,62,47,52,70,77,75,72,64,68,71,67,71,70,62,64,37,67,67,69,68,46,44,28
5313,192906,70,20,60,80,66,68,62,71,66,75,70,73,69,74,70,70,72,65,75,76,73,56,57,72,72,15,70,71,71,65,18,16,22
5314,204171,70,20,60,60,64,67,68,69,69,71,74,74,65,71,74,76,74,70,60,75,71,70,74,72,54,49,66,67,68,56,44,45,32
5315,205963,70,20,60,80,43,71,72,63,70,64,68,43,45,67,67,69,68,70,62,74,80,73,74,65,67,25,68,54,62,65,22,25,20
5326,176270,70,20,60,80,30,68,66,59,69,64,62,56,22,66,73,79,64,68,60,79,65,69,71,75,66,50,67,66,77,66,29,21,23
5329,224143,70,20,60,60,69,66,57,65,53,64,49,51,55,67,88,91,71,70,62,67,59,77,71,59,71,45,62,59,65,60,40,57,42
5335,232080,70,20,60,40,67,67,43,64,59,74,69,56,59,68,88,78,79,65,75,67,61,76,62,56,59,36,68,62,64,68,30,39,48
5336,116368,70,40,60,60,66,70,71,71,66,64,55,67,66,70,56,53,68,69,63,69,73,57,76,66,62,33,79,70,73,63,21,31,23
5339,213905,70,20,40,60,63,69,77,52,73,70,54,43,48,61,76,78,68,66,55,76,74,76,76,63,62,44,66,55,61,59,51,41,43
5341,183955,70,20,60,80,63,70,58,64,73,73,62,57,59,65,80,77,75,68,79,74,73,70,66,72,77,38,66,67,65,66,25,29,33
5342,191123,70,20,60,80,56,70,60,59,63,66,65,63,58,72,76,72,70,72,67,71,81,74,69,67,57,32,74,67,64,57,30,28,23
5345,201876,70,20,60,80,55,68,65,64,66,68,55,62,57,68,74,77,74,63,51,71,68,77,74,66,75,54,72,56,62,74,46,36,39
5353,216981,70,20,40,60,60,66,69,54,53,71,54,33,29,69,80,86,68,67,74,74,84,72,77,64,44,25,68,59,55,55,27,30,22
5354,224917,70,20,100,60,66,58,42,70,59,81,61,46,65,73,76,74,61,55,75,68,47,68,42,67,45,22,69,73,55,65,19,40,28
5356,160150,70,20,60,40,58,77,53,69,69,71,64,68,59,73,81,78,62,66,84,68,56,62,41,62,44,38,74,61,73,67,28,36,32
5357,162198,70,20,40,80,60,72,71,68,68,63,56,64,60,67,62,62,64,58,59,73,85,75,80,68,62,39,73,56,69,66,37,18,12
5359,229271,70,20,60,60,62,68,68,65,65,71,57,46,49,68,84,75,78,66,83,74,78,74,64,65,45,23,66,49,67,49,21,21,18
5362,209304,70,20,60,20,73,57,31,65,55,73,55,39,56,72,81,79,77,66,82,72,60,53,41,59,43,28,69,62,48,69,28,32,29
5364,197785,70,20,80,60,66,61,60,71,66,76,76,58,61,75,76,72,89,65,47,64,60,74,51,64,34,31,60,65,59,70,19,27,22
5366,205465,70,20,40,60,54,72,70,62,70,61,63,62,55,67,64,70,70,64,72,76,77,82,77,67,79,42,68,55,62,67,22,39,28
5367,207769,70,20,40,80,46,71,81,70,67,63,33,29,45,65,35,40,40,74,52,72,76,38,75,62,68,25,76,53,72,66,27,25,26
5368,51353,70,40,40,80,64,70,70,67,73,66,64,52,59,68,74,71,70,68,68,71,80,83,67,70,72,44,70,65,62,82,15,23,22
5371,200346,70,20,60,60,69,68,57,62,66,75,69,56,54,74,73,76,76,60,52,71,56,58,71,70,61,46,71,67,67,70,41,32,43
5372,236186,70,20,40,60,42,75,70,60,72,62,55,54,41,66,65,67,61,67,57,70,68,67,77,67,62,26,69,53,73,67,20,27,26
5381,204701,70,20,80,60,58,60,18,67,45,75,67,59,58,75,87,78,90,68,89,65,70,63,36,66,47,35,67,67,49,60,17,27,35
5383,212381,70,20,60,40,68,62,59,70,55,70,63,67,67,68,80,82,80,63,75,59,51,57,53,64,28,18,67,69,59,71,19,23,22
5384,215965,70,20,40,40,50,67,74,59,64,66,42,31,46,70,76,78,58,60,46,75,74,45,90,59,53,13,62,59,57,71,17,26,16
5385,160157,70,20,60,60,58,66,72,52,60,72,68,56,50,71,61,66,65,72,61,68,72,54,71,67,41,31,77,54,57,61,31,31,31
5390,212126,70,20,60,80,56,62,68,70,67,72,64,65,63,74,71,68,66,56,71,59,68,54,51,62,54,20,75,72,68,63,21,20,26
5397,202401,70,20,60,60,43,68,70,66,67,70,59,55,57,69,64,65,58,68,34,71,32,72,85,69,76,39,69,53,69,60,26,30,21
5403,198819,70,20,60,60,69,70,61,68,76,73,61,60,66,72,68,73,73,60,69,77,72,63,65,70,55,50,68,68,73,73,50,40,42
5407,189603,70,20,60,60,64,65,55,66,57,71,64,62,44,65,91,92,77,63,69,65,65,71,67,54,64,24,67,64,55,75,18,23,25
5409,198564,70,20,40,60,39,72,70,64,76,59,48,49,43,63,69,72,69,64,57,72,85,60,78,64,54,35,69,66,68,59,21,27,18
5428,213930,70,20,40,60,32,71,76,59,65,67,63,31,45,68,67,72,63,59,44,74,62,73,73,62,54,22,69,43,63,61,24,26,17
5436,232619,70,20,60,80,70,63,59,71,72,70,72,64,64,68,68,65,73,68,75,74,54,90,57,74,48,43,69,72,48,60,34,41,39
5439,224428,70,20,60,60,53,71,65,53,64,65,51,75,69,67,85,87,80,58,70,75,76,67,71,72,36,22,71,65,61,68,22,19,23
5441,219566,70,20,60,60,44,71,60,58,57,69,47,32,34,67,77,82,73,64,74,70,74,65,85,59,56,23,68,51,61,63,17,14,15
5445,168879,70,20,80,60,75,64,44,76,64,67,72,71,78,70,48,49,69,62,69,69,58,34,45,67,31,36,69,77,77,67,35,24,21
5446,188335,70,40,40,80,41,75,73,58,66,65,44,31,30,69,52,68,58,66,42,70,36,69,75,64,55,24,72,39,65,68,20,35,27
5450,223921,70,20,60,80,66,68,40,68,70,75,67,68,64,73,75,74,69,65,63,70,63,67,57,69,55,18,68,65,63,67,32,27,28
5454,208306,70,20,60,80,51,74,71,69,62,68,48,34,54,68,74,70,76,64,70,68,73,57,56,59,50,32,74,59,62,60,19,18,17
5458,211891,70,20,60,60,34,69,70,66,60,65,61,41,36,67,72,76,69,69,75,70,82,80,82,63,78,29,68,60,62,59,21,24,23
5461,224179,70,20,60,60,50,75,69,62,62,62,35,36,55,68,61,65,55,64,76,74,60,70,88,68,42,20,68,60,67,74,13,24,15
5466,229556,70,20,60,60,62,66,53,67,45,76,59,49,60,74,76,78,76,68,59,63,55,67,60,55,55,47,64,64,54,68,45,47,50
5467,232884,70,20,80,60,66,67,64,72,60,74,64,56,64,70,63,72,76,68,79,64,56,62,43,62,41,38,73,69,65,67,41,45,36
5475,231862,70,20,60,80,57,74,57,62,68,69,43,31,52,67,78,75,78,69,73,73,70,70,58,56,38,32,77,59,66,65,15,16,10
5481,205753,70,20,80,80,62,66,64,62,59,75,64,53,50,70,91,93,83,65,92,68,73,70,61,62,62,22,65,63,58,67,23,31,22
5482,212409,70,20,80,60,65,65,65,62,67,76,72,65,51,74,78,84,78,65,67,79,76,73,70,69,58,21,62,55,56,65,13,22,17
5485,204474,70,20,40,40,67,65,23,65,40,70,77,68,55,70,84,85,83,67,92,56,72,74,44,67,47,33,69,60,63,59,14,26,21
5490,198331,70,20,60,80,63,70,59,66,69,68,63,58,56,72,83,82,75,66,70,67,81,69,60,67,53,31,76,62,77,67,16,28,34
5495,186812,70,20,60,80,67,69,60,68,70,72,65,55,60,74,82,80,77,65,65,79,75,74,81,55,78,34,65,60,61,65,51,43,42
5502,232381,70,20,60,60,41,70,68,63,63,68,43,49,34,67,68,73,45,57,38,78,60,57,92,63,76,21,69,57,60,68,13,21,15
5506,202175,70,20,40,60,53,67,76,64,65,63,59,46,57,64,76,72,77,66,59,69,77,66,83,63,40,58,71,62,59,62,56,61,54
5509,158912,70,20,40,80,49,71,63,63,67,62,59,58,55,68,72,61,73,66,69,64,73,73,77,66,65,45,82,60,62,68,41,45,35
5512,228546,70,20,60,80,67,68,53,66,41,72,64,57,59,70,86,81,81,62,73,75,61,73,57,78,71,41,66,61,51,62,36,34,30
5528,206534,70,20,60,60,58,73,67,64,56,69,67,41,58,73,75,73,70,66,53,68,60,67,64,62,56,54,71,56,69,67,26,23,18
5538,146121,70,40,60,60,57,70,66,59,68,67,67,59,48,68,59,62,61,75,67,76,72,56,76,63,86,35,74,58,73,77,30,49,44
5539,176841,70,20,60,80,51,66,79,58,60,67,53,52,49,71,60,73,59,67,66,72,81,69,79,60,61,33,71,60,76,64,42,27,24
5541,187337,70,20,60,60,63,72,46,68,65,72,65,60,54,73,65,67,70,70,66,75,33,55,75,69,52,33,74,71,70,77,25,42,37
5543,175818,70,20,60,80,54,74,78,70,73,63,57,54,54,68,43,55,33,61,32,75,57,68,89,71,69,37,67,73,68,64,33,41,29
5550,234957,70,20,40,60,33,75,69,55,65,66,66,41,32,63,79,70,74,69,70,74,62,59,63,68,41,18,66,59,55,64,13,17,18
5554,199118,70,20,40,40,40,76,68,52,64,59,45,45,38,66,71,71,60,68,55,65,72,63,79,54,45,23,75,57,62,68,19,24,29
5555,205518,70,20,60,60,69,67,53,67,62,73,66,62,64,71,78,76,79,65,72,72,80,55,68,75,54,38,67,64,63,70,27,39,35
5561,215247,70,20,40,60,59,73,64,59,71,64,51,45,52,70,68,73,71,67,73,67,54,68,73,63,40,24,75,52,63,66,17,30,24
5565,241104,70,20,40,80,32,74,75,76,69,61,54,54,72,58,51,55,46,68,34,79,72,67,79,59,71,31,72,72,75,66,21,25,21
5572,179665,70,20,60,80,76,69,61,65,70,70,72,74,65,72,68,69,71,68,66,74,69,72,76,74,70,49,68,71,65,67,17,22,18
5576,169938,70,20,60,60,67,66,60,59,69,72,68,48,54,68,84,86,82,75,76,71,76,73,57,60,56,23,71,68,60,68,25,28,19
5579,200915,70,20,60,60,57,70,69,59,70,71,66,53,54,67,73,69,65,64,66,74,70,70,72,68,69,36,71,62,73,60,22,37,19
5583,51412,70,60,60,60,44,73,93,67,82,65,65,55,59,68,64,57,66,78,80,74,94,54,79,72,88,48,78,66,67,72,41,42,48
5592,195031,70,20,80,80,70,53,61,64,56,78,66,57,55,67,93,91,90,64,76,66,66,70,67,56,70,45,67,62,66,60,18,18,17
5594,160216,70,20,40,60,42,75,70,60,72,62,55,54,41,66,65,67,61,67,57,70,68,67,77,67,62,26,69,53,73,67,20,27,26
5598,181721,70,20,60,60,64,70,64,66,68,73,74,59,61,71,79,79,78,66,80,75,76,62,63,71,49,43,66,64,63,65,19,19,21
5599,200922,70,40,40,60,62,66,71,66,70,68,53,47,40,68,66,71,62,70,51,76,75,78,81,61,81,42,68,58,59,65,27,24,25
5610,189148,70,20,60,60,65,69,49,65,66,71,63,57,63,67,80,79,74,64,74,66,73,79,69,67,56,47,66,64,67,74,24,45,36
5611,195036,70,20,40,80,42,71,73,57,63,64,60,35,30,67,78,78,79,66,83,70,85,83,64,66,31,20,73,53,64,71,15,21,14
5617,212446,70,20,60,60,64,68,54,63,66,75,62,50,48,76,86,86,90,61,84,66,71,68,54,65,47,20,64,47,65,72,15,20,18
5620,194783,70,20,60,80,56,70,72,64,64,69,65,50,52,70,79,84,82,60,66,60,85,66,68,60,43,20,72,60,62,66,14,17,16
5622,150496,70,20,60,60,68,69,70,65,65,68,55,48,49,70,77,77,83,68,84,70,91,71,57,69,68,27,72,65,44,73,26,35,22
5623,220128,70,20,40,80,59,68,65,66,70,69,68,48,51,69,77,76,78,66,75,73,55,72,63,68,65,34,68,59,65,67,21,23,21
5630,215266,70,20,60,60,66,65,62,65,66,67,66,35,59,64,92,89,79,71,60,70,65,84,75,65,55,24,67,64,56,67,26,29,28
5632,224739,70,20,60,60,68,74,69,62,53,71,38,34,53,68,71,84,66,61,66,68,66,78,71,61,67,15,66,62,65,68,17,17,23
5642,198631,70,20,60,80,56,67,58,54,77,65,59,49,46,77,81,78,90,66,77,80,88,60,70,57,74,26,71,60,60,58,16,15,11
5648,199657,70,20,80,60,58,68,64,62,58,72,64,57,59,68,88,83,76,66,55,71,79,55,75,63,70,40,66,61,66,67,20,48,26
5651,229865,70,20,60,60,71,77,44,70,55,75,61,44,59,76,69,68,73,55,79,65,57,53,51,70,39,44,61,59,47,63,35,39,34
5652,239593,70,20,40,60,38,68,75,72,61,61,62,70,42,68,66,68,57,63,54,76,65,68,73,69,58,18,67,71,71,66,12,18,13
5656,163050,70,20,60,60,47,74,64,56,68,62,65,55,54,68,67,65,70,72,73,72,65,66,79,67,71,33,73,65,74,73,24,34,30
5660,220395,70,20,60,60,70,66,48,72,44,69,44,42,68,70,73,71,68,66,75,58,68,70,59,45,50,46,66,64,48,56,42,34,35
5664,45548,70,20,40,60,64,73,65,62,71,61,68,59,51,60,76,74,66,76,75,67,87,71,63,62,64,25,80,65,59,74,30,28,26
5668,203502,70,20,60,60,64,70,55,68,61,70,61,62,64,73,85,79,84,69,85,65,72,75,58,65,46,56,72,69,65,60,53,58,54
5669,208622,70,20,60,60,55,68,56,64,59,81,71,57,47,80,79,82,76,69,64,58,62,65,65,62,53,22,73,54,66,61,19,31,17
5674,214000,70,20,80,80,52,67,63,69,65,74,69,60,57,74,86,87,84,67,79,65,68,69,56,63,60,29,65,66,62,64,13,33,21
5677,232432,70,20,60,80,63,67,64,59,66,72,68,38,53,74,74,77,71,73,63,77,60,65,68,64,52,23,65,63,60,70,21,26,16
5682,185073,70,20,60,60,59,68,78,71,65,71,59,59,55,73,56,47,65,61,68,69,59,30,76,65,72,43,71,56,63,63,40,45,42
5685,213746,70,20,60,60,75,66,56,71,58,70,72,53,68,69,74,74,67,68,68,68,51,64,61,63,51,31,68,68,60,67,37,42,32
5691,226035,70,20,40,40,49,65,69,64,61,63,45,53,51,63,89,89,78,64,73,78,78,76,78,60,79,28,69,55,71,60,25,26,19
5707,204280,70,20,60,40,58,67,65,66,69,70,61,58,54,73,64,69,58,63,36,74,63,69,82,63,60,34,67,58,73,60,34,33,26
5710,235513,70,20,60,80,36,70,73,63,60,58,51,31,23,63,69,72,63,63,59,75,80,67,88,64,65,21,70,58,60,63,16,21,18
5716,222970,70,20,60,60,58,63,16,68,63,69,70,67,66,70,88,75,93,59,96,68,82,76,25,70,65,22,63,69,62,76,15,22,17
5717,225530,70,20,60,60,54,69,72,68,57,65,40,29,40,67,66,78,53,65,31,75,81,33,93,50,72,22,64,66,61,61,23,21,20
5726,236287,70,20,40,60,39,72,70,61,64,63,58,41,58,62,73,75,70,67,72,71,77,73,71,63,55,18,74,58,59,63,17,22,21
5727,212992,69,20,60,80,59,65,66,64,63,69,63,56,61,70,74,79,62,66,60,67,70,86,80,65,54,22,65,62,62,60,37,30,34
5728,182528,69,20,60,60,56,70,66,66,69,69,65,64,41,68,79,74,77,65,80,72,54,72,58,69,58,24,67,65,70,66,31,34,19
5730,211457,69,20,60,60,56,69,69,66,62,68,64,49,43,60,69,68,71,54,73,76,72,63,84,67,60,18,68,64,68,65,19,21,26
5733,215810,69,20,60,80,68,62,56,65,52,75,44,34,52,74,77,78,78,58,66,69,60,47,62,66,38,27,67,58,52,59,22,25,23
5737,190722,69,20,60,60,58,69,56,64,63,69,55,53,54,69,85,84,75,66,70,67,77,74,78,63,57,25,66,59,64,69,27,39,33
5740,179971,69,20,60,60,39,70,56,50,49,65,59,41,41,67,81,84,60,69,51,71,59,74,90,62,48,38,66,46,42,64,27,32,29
